Stop_id,Stop_Name
20796,CASTIGLIONE (MOLINO)
20799,CASTIGLIONE (PEDAGGIO)
208,ROSSINI
2080,POLIZIANO
20802,CASTIGLIONE (FORNACE)
20805,CASTIGLIONE (REZZA)
20808,CASTIGLIONE (SANT' EUFEMIA)
2081,PISA
20811,GASSINO (CIRCONVALLAZIONE / DIAZ)
20814,GASSINO (CENTRO)
2083,VERONA
2084,NOVARA
2085,NOVARA
2088,PARTIGIANI
2089,PISA
209,DUCA DEGLI ABRUZZI
2090,ADRIANO OVEST
2091,ADRIANO OVEST
2092,REVELLO
2093,REVELLO
2094,RACCONIGI NORD
2095,TRAPANI EST
2096,TRAPANI EST
2097,FREJUS CAP
2098,TADINI
2099,VAL SALICE N.64
21,PALMIERI
210,CABRINI
2100,SAN VINCENZO
2101,SAN VINCENZO
2102,VAL SALICE N.152
2103,VAL SALICE N.121
2104,MADDALENA
2105,VAL SALICE N.181
2106,VAL SALICE N.181
2107,MACALLÈ
2108,MACALLÈ
2109,VAL SALICE N.227
211,CAMPUS EINAUDI
2110,VAL SALICE N.227
2111,RABY
2112,RABY
2113,LOT
2114,LOT
2115,SAN VITO-REVIGLIASCO N.400
2116,SAN VITO-REVIGLIASCO N.400
2117,CRF
2118,CRF
2119,MADDALENA
212,CAMPUS EINAUDI
2120,DELLA VIOLA
2121,DELLA VIOLA
2122,SPEZIA
2123,FARINELLI CAP
2124,CASTELLAZZO
2125,VENTIMIGLIA CAP
2126,PLAVA C.31
2127,PLAVA C.29
2128,VENTIMIGLIA CAP
2129,CADORE CAP
213,LARGO BERARDI
2130,ANSELMETTI NORD
21303,RIVALTA (FIAT RIVALTA-CANC. 7)
21306,RIVALTA (FIAT RIVALTA-CANC. 5)
2131,SETTEMBRINI
2132,TRAPANI
2133,VENTIMIGLIA CAP
2134,LANCIA OVEST
2135,LANCIA OVEST
2136,MONGINEVRO
2137,MONGINEVRO
2138,DELLEANI
2139,DELLEANI
214,LARGO BERARDI
2140,PESCHIERA
2141,PESCHIERA
2142,FRANCIA
2143,FRANCIA
2144,MEDICI
2145,MEDICI
2146,SERVAIS
2147,SERVAIS
2148,ZUMAGLIA
2149,ZUMAGLIA
2150,LECCE
2151,LECCE
2152,MONCENISIO
2153,MONCENISIO
2154,GARIBALDI CAP
2156,VOLTURNO CAP
2157,SAURO
2158,ALTESSANO
2159,SECRETO
216,OSPEDALE MARTINI
2160,MANNO
2161,POTENZA
2162,TERNI
2163,TERNI
2164,VILLARI
2165,VILLARI
2166,LARGO BORGARO
2167,LARGO BORGARO
2168,ASSISI
2169,ASSISI
217,OSPEDALE GRADENIGO
2170,UMBRIA
2171,LUINI
2172,SAURO
2173,MANNO
2174,PRINCIPE EUGENIO
2175,BLIGNY
2176,GIULIO
2177,ARBARELLO
2178,GARIBALDI
2179,BERTOLA CAP
218,OSPEDALE GRADENIGO
2180,LANZA
2181,CURRENO N.41
2182,CURRENO N.41
2183,OSPEDALE SAN VITO
2184,OSPEDALE SAN VITO
2185,ANTICA DI SAN VITO OVEST
2186,ANTICA DI SAN VITO OVEST
2187,GATTI N.17
2188,ALBY
2189,RIGHINO
2190,CATONE N.30
2191,CATONE N.29
2192,CATONE N.29
2193,SETTIMIO SEVERO
2194,SETTIMIO SEVERO
2195,SETTIMIO SEVERO N.65
2196,SETTIMIO SEVERO N.65
2197,SETTIMIO SEVERO
2198,SETTIMIO SEVERO
2199,ANTICA DI SAN VITO EST
22,PALMIERI
2200,ANTICA DI SAN VITO EST
2201,PONTE ISABELLA
2202,PONTE ISABELLA
2203,CHIESA DI SAN VITO
2204,CHIESA DI SAN VITO
2205,SAN VITO-REVIGLIASCO N.253
2206,SAN VITO-REVIGLIASCO N.253
2207,VAL PATTONERA
2208,VAL PATTONERA
2209,VAL PATTONERA N.251
2210,VAL PATTONERA N.251
2211,VAL PATTONERA N.224
2212,VAL PATTONERA N.227
2213,CREUSA
2214,CREUSA
2215,VAL PATTONERA N.174
2216,VAL PATTONERA N.174
2217,VAL PATTONERA N.148
2218,VAL PATTONERA N.153
2219,SANTA MARIA DELLA VALLE
222,CASA CIRCONDARIALE CAP
2220,SANTA MARIA DELLA VALLE
2221,VAL PATTONERA N.106
2222,VAL PATTONERA N.109
2223,XXV APRILE
2224,XXV APRILE
2225,ZARA CAP
2226,BONSIGNORE CAP
2227,VANDALINO
2228,PORTONE N.175
2229,PORTONE N.175
223,TOSELLI
2230,BERTANI EST
2231,BERTANI
2232,BERTANI EST
2233,REDENTORE
2234,CIMITERO PARCO
2235,CIMITERO PARCO CAP
2236,MACEDONIA
2237,ORBASSANO
2238,ORBASSANO
2239,TRIPOLI
2240,TRIPOLI
2241,AGNELLI
2242,AGNELLI
2243,GRANERI
2244,UNIONE SOVIETICA
2245,CORSICA
2246,CORSICA
2247,CORSICA EST
2248,PALAZZO DEL LAVORO
2249,PALAZZO DEL LAVORO
225,OSPEDALE GIOVANNI BOSCO CAP
2250,VINOVO
22506,LEINI (STR. VOLPIANO 23)
22509,LEINI (BALTEA-BUFFETTI)
2251,VINOVO
22512,LEINI (MANTOVANI)
22515,VOLPIANO (BAR PINA)
22518,VOLPIANO (GOMMISTA)
2252,PALAVELA
22521,VOLPIANO (BV. CEBROSA)
22524,VOLPIANO (STAZIONE)
2253,PALAVELA
2254,CADUTI SUL LAVORO
2255,CADUTI SUL LAVORO
2256,VADO
2257,VADO
2258,CTO
2259,CTO
226,GIULIO CESARE
2260,TRENTO
2261,PORTONE EST
2262,CIMITERO PARCO
2263,PORTONE EST
2264,VALLETTE CAP
2265,FERRARA
2266,FERRARA
2267,MANNO
2268,LOMBARDIA
2269,LOMBARDIA
2270,CORSICA EST
2271,MONTALENGHE
2272,MONTALENGHE
2273,CHIESA DELLA SALUTE
2274,CHIESA DELLA SALUTE
2275,RANDACCIO
2276,RANDACCIO
2277,CIGNA
2278,VERCELLI
228,RIVAROSSA
2280,GIOLITTI
2281,CAMPUS EINAUDI
2282,BOLOGNA
2283,REGIO PARCO
2284,REGIO PARCO
2285,CIMITERO MONUMENTALE
2286,STABILIMENTO GTT TORTONA
2287,STABILIMENTO GTT TORTONA
2288,BELGIO
2289,BELGIO
2290,TABACCHI CAP
2291,VERONA
2292,IV NOVEMBRE CAP
2293,CAMPUS EINAUDI
2294,STAZIONE VENARIA
2295,STAZIONE VENARIA
2296,ATZEI
2297,ATZEI
2298,DIAZ NORD
2299,DIAZ NORD
230,SANDRE CAP
2300,BUOZZI
2301,BUOZZI
2302,FILZI
2303,TESSARIN NORD
2304,SANDRE
2305,CIGNA
2306,STAZIONE RIGOLA
2307,SOSPELLO
2308,SOSPELLO
2309,BONGHI
231,LAURO ROSSI
2310,BONGHI
2311,LARGO MASSAIA
2312,BALDISSERA
2314,PALERMO
2315,PALERMO
2316,SANDRE
2317,CRISPI EST
2318,CRISPI EST
2319,SEGANTINI
232,PALERMO
2320,CADORE CAP
2321,PIAVE
2322,PIAVE
2323,DI VITTORIO
2324,DI VITTORIO
2325,STAZIONE RIGOLA
2326,CASALE CAP
2327,BRIGHENTI
2328,BRIGHENTI
2329,CARTMAN
233,PALERMO
2330,MONGRENO
2331,MONGRENO N.114
2332,MONGRENO N.134
2333,TRAVERSE
2334,VILLA PIA
2335,CARTMAN N.59
2336,MONGRENO N.218
2337,TETTI BERTOGLIO
2338,MONGRENO N. 329
2339,CARTMAN N.115
234,NOVARA
2340,ALTA DI MONGRENO CAP
2341,CARTMAN N.123
2342,ALTA DI MONGRENO N.47
2343,CARTMAN N.212
2345,ALLEGRI
2346,VENARIA
2347,PARTIGIANI
2348,BOLZANO CAP
2349,ALLEGRI
235,NOVARA
2350,DORA RIPARIA
2351,DORA RIPARIA
2352,SEBUSTO
2353,SEBUSTO
2354,CIMITERO COLLEGNO
2355,CIMITERO COLLEGNO
2356,VENARIA
2357,PORTALUPI CAP
2358,PIOSSASCO
2359,GIOVANNI XXIII
236,EMILIA
2360,GIOVANNI XXIII
2361,DONIZETTI
2362,DONIZETTI
2363,FRANCIA NORD
2364,FRANCIA NORD
2365,VITTORIO VENETO
2366,LA SALLE
2367,PENDINA
2368,VIASSA
2369,VIASSA
237,LAURO ROSSI
2370,CASCINA CANONICA
2371,CASCINA CANONICA
2372,DELLA SERPERA
2373,CALVINO
2374,CASCINA MAIAT
2375,CASCINA MAIAT
2376,TANGENZIALE
2377,TANGENZIALE
2378,REDENTORE
2379,BARICCO
238,CARMAGNOLA
2380,BARICCO
2381,BIVIO PECETTO
2382,BIVIO PECETTO
2383,CIMITERO
2384,RONDÒ FORCA
2385,TROFARELLO
2386,RIESI
2387,CAMPANELLA
2388,TELESIO
2389,OMERO OVEST
239,CARMAGNOLA
2390,NALLINO
2391,SABOTINO OVEST
2392,SABOTINO EST
2393,SOFIA CAP
2394,SOFIA OVEST
2395,ANCINA
2396,CORELLI
2397,CORELLI
2398,MERCADANTE
2399,MERCADANTE
240,BORGO DORA
2400,DERNA EST
2401,DERNA EST
2402,VERCELLI
2403,VERCELLI
2404,POSTE E TELECOMUNICAZIONI
2405,SCIALOJA
2406,SCIALOJA
2407,STAMPINI
2408,STAMPINI
2409,STAMPALIA
241,BORGO DORA
2410,STAMPALIA
2411,DEPANIS
2412,DEPANIS
2413,GROSSETO
2414,ALTESSANO
2415,ALTESSANO
2416,PIRANO
2417,PIRANO
2418,COSTITUZIONE OVEST
2419,TOSCANA
242,CORTE D'APPELLO
2421,TOSCANA
2423,CIMAROSA EST
2424,PACCHIOTTI
2425,PACCHIOTTI
2426,LANZA
2427,BONSIGNORE
2428,TARTINI
2429,PLINIO
243,DUOMO - MUSEI REALI
2430,BENGASI SUD
2431,PUGLIA C.4
2432,ANCINA
2433,GARIBALDI
2434,GOITO
2435,IV NOVEMBRE
2436,POTENZA
24368,BORGARO (STR. AREOPORTO / STR. FRANCESE)
2437,LUINI
24371,BORGARO (LANZO / LOMBARDIA)
2438,CINCINNATO
24383,BORGARO (LANZO / LATTES)
24384,CASELLE (STR. TORINO 9)
2439,SANSOVINO
244,MONTE DI PIETÀ
2440,SANSOVINO
2441,STADIO
2442,STADIO
2443,DRUENTO
2444,DRUENTO
2445,INDUSTRIE
2446,INDUSTRIE
2447,TANGENZIALE SUD
2448,TANGENZIALE SUD
2449,TANGENZIALE NORD
245,GARIBALDI
2450,TANGENZIALE NORD
2451,CIMITERO VENARIA
2452,POLONIA
2453,GIOVANNI XXIII
2454,BURIDANI
24549,CASELLE (OSPEDALE)
2455,TRENTO
24552,CASELLE (STAZIONE / V. AUDELLO)
2456,CIMITERO VENARIA CAP
2457,TRENTO
2458,SAN GIUSEPPE
2459,BOZZOLO
246,BERTOLA
2460,OSPEDALE SANT'ANNA
24609,LEINI (STR. SETTIMO)
2461,DE GASPERI CAP
24612,LEINI (FORNACINO)
24613,SETTIMO (V. LEINI/LUCCHINI)
2463,POLONIA
2468,PAROLETTI
2469,PAROLETTI
247,BERTOLA
2470,CENTALLO
2471,CASCINOTTO
2472,CASCINOTTO
2473,ROMA
2474,ABBADIA DI BERTOLLA
2475,ABBADIA DI BERTOLLA
2476,CEBROSA
2477,CEBROSA
2478,CIMITERO ABBADIA
2479,CIMITERO ABBADIA
248,ARCIVESCOVADO
2480,NEW HOLLAND
2481,NEW HOLLAND
2482,CENTRO COMMERCIALE NORD
2483,CENTRO COMMERCIALE
2484,SAN GIORGIO
2485,SAN GIORGIO
2486,CENTRO SPORTIVO
2487,CENTRO SPORTIVO
2489,IV NOVEMBRE
249,ARCIVESCOVADO
2492,CASCINETTE C.6
2493,VILLAGGIO OLIMPIA
2494,GERBIDI
2495,TEPICE
2496,BENGASI CAP
25,STATUTO
250,SAN QUINTINO
2500,COTTOLENGO
2502,MUGHETTI OVEST
2503,PERVINCHE NORD
2504,PEONIE
2505,PEONIE
2506,CICLAMINI
2507,CICLAMINI
2508,PRIMULE NORD
2509,FILZI
2510,VALLETTE CAP
2511,POLIZIANO
2512,SERVAIS CAP
2513,CARCANO
2514,CADORE
2515,BRIANZA
2516,GALILEO FERRARIS
2517,COSTITUZIONE OVEST
2518,CEBROSA NORD
2519,RIVODORA
252,PORTA NUOVA
2520,MEZZALUNA CAP
2521,PONTE XI SETTEMBRE
2522,DALLE BANDE NERE
2523,OSPEDALE MAURIZIANO
2524,GALILEO FERRARIS
2525,GANDHI
2526,OSPEDALE MAURIZIANO
2527,VESPUCCI
2528,LEPANTO
2529,SOLFERINO CAP
253,PORTA NUOVA
2530,CASERMA MORELLI
2531,SOLFERINO CAP
2532,SEBASTOPOLI
2533,FILADELFIA
2534,FILADELFIA
2536,MONTEVIDEO
2537,SAN MARINO
2538,SAN MARINO
2539,BIANCO
254,SAN SECONDO
2540,GIAMBONE
2541,ROMITA
2542,TAZZOLI
25436,VOLPIANO (ULTRAGAS)
2544,FRATELLI BANDIERA SUD
2545,FRATELLI BANDIERA
2546,GALILEI
2547,GALILEI
2548,TOGLIATTI OVEST
2549,TOGLIATTI EST
255,MASSENA
2550,ORBASSANO
2551,ORBASSANO
2552,CASALE
2553,DALLE BANDE NERE
2555,PRUNOTTO
2556,DEL PASCOLO
2557,SAN MATTEO
2558,PONCHIELLI
2559,PUGLIA
256,LEGNANO
2560,PUGLIA
2561,LARGO GIACHINO NORD
2562,LARGO GIACHINO NORD
2564,SESTRIERE
2565,SANT'ANNA
2566,PIOPPI
2567,BETULLE
2568,BENEDETTO CROCE
2569,PAPA GIOVANNI XXIII
257,LEGNANO
2571,MATTEOTTI
2572,OLEVANO OVEST
2573,OLEVANO N.87
2574,VITTIME DI BOLOGNA
2575,ITALIA CAP
2576,FRANCIA
2577,SETTIMO
2578,GRAMSCI N.26
2579,GARIBALDI
258,PASTRENGO
2580,STROPPIANA
2581,MARTIRI DELLA LIBERTÀ
2582,CHIERI N.228
2583,TORINO
2584,DEL FRANCESE
2585,STROPPIANA
2586,NORVEGIA
2587,PIEMONTE
2588,PIEMONTE
2589,LOMBARDIA
2590,LOMBARDIA
2591,PORTALUPI
2592,DEL FRANCESE OVEST
2594,BELLACOMBA
2595,BELLACOMBA
2596,VERONESE
2597,VERONESE
2599,PAGANINI
260,EINAUDI
2601,PIO VII
2602,PIO VII
2603,STAZIONE LINGOTTO
2604,STAZIONE LINGOTTO
2605,MONTE CORNO
2606,MONTE CORNO
2607,STUPINIGI
2608,PAPA GIOVANNI XXIII
2609,CARDUCCI
261,SOMMEILLER
2610,TORINO
2611,NONE N.121
2612,TORINO N.74
2613,CARENA
2615,OXILIA EST
2616,TOSCANA
2617,LOMBARDIA
2618,LOMBARDIA
2619,CENTRO COMMERCIALE
262,VESPUCCI
2620,SANTA GIULIA
2621,GROSSETO
2622,CIRENE OVEST
2623,CHIERI N.232
2624,PELLERINA
2625,APPIO CLAUDIO
2626,LECCE
2627,PELLERINA
2628,MACHIAVELLI
2629,CIRENE OVEST
263,VESPUCCI
2630,STRADA SUPERGA N.101
2631,MODENA
2632,GENOVA N.216
2633,STAZIONE LINGOTTO
2634,ROCCHETTE
2635,ROCCHETTE
2637,GENOVA N.315
2638,MARTIN LUTHER KING
2639,CROSETTO
264,OSPEDALE MAURIZIANO
2640,MOLINO
2641,BORGATA VILLARETTO
2642,STRADA SUPERGA N.99
2643,V CIRCOSCRIZIONE
2644,V CIRCOSCRIZIONE
2645,GROSSETO
2646,SIRACUSA
2647,SIRACUSA
2648,GUIDO RENI
2649,GUIDO RENI
265,OSPEDALE MAURIZIANO
2650,SOMALIA
2651,GARIBALDI
2652,GOITO
2653,MASSAUA OVEST
2654,MASSAUA OVEST
2656,SAN GREGORIO MAGNO
2657,BAROCCHIO SUD
2658,BAROCCHIO SUD
2659,SALVEMINI
266,DE NICOLA
2660,DON BORIO CAP
2661,SALVEMINI
2662,PANCALIERI
2663,PANCALIERI
2664,SALVEMINI N.51
2665,REVIGLIASCO N.303
2666,ROMITA
2667,VILLARETTO N.175
2668,PORTA SUSA SUD
2669,BURIDANI
267,TIRRENO
2670,LEONARDO DA VINCI
2671,TORINO
2672,COLOMBETTO
2673,COLOMBETTO
2674,MAMELI
2675,MAMELI
2676,SANTA MARIA SUD
2677,SANTA MARIA SUD
2678,SANTA MARIA
2679,SANTA MARIA
268,XX SETTEMBRE
2680,DON BOSCO
2681,PARINI
2682,PETRARCA
2683,MONGRENO N.247
2684,MONGRENO N.335
2685,SASSI CAP
2686,STRADA SUPERGA N.90
2687,VILLA CLARA
2688,PIAN GAMBINO
2689,TETTI ROCCO
269,COSTANTINO IL GRANDE
2690,GEISSER
2691,BASILICA DI SUPERGA CAP
2692,GEISSER NORD
2693,TETTI ROCCO
2694,PIAN GAMBINO
2695,VILLA CLARA
2696,PIANEZZA
2697,STATALE 24
2699,FERMI SUD
27,XVIII DICEMBRE
270,UNIONE SOVIETICA
2700,MACHIAVELLI
2702,STADIO NORD
2703,STADIO NORD
2704,STADIO OVEST
2705,STADIO OVEST
2706,ALESSANDRIA
2707,ALESSANDRIA
2708,TRAVES
2709,TRAVES
271,TURATI
2710,SAVONERA
2711,SAVONERA
2712,TORINO-DRUENTO N.75
2713,TORINO-DRUENTO N.69
2714,SKF SOMECAT
2715,SKF SOMECAT
2716,CASSAGNA
2718,CASSAGNA
2719,DON BOSCO
272,CASERMA MORELLI
2720,SANZIO
2721,SANZIO
2722,PUCCINI
2723,VERDI (PESO)
2724,MANZONI
2726,MORANDI
2727,DE NICOLA
2728,OROPA CAP
2729,TASSONI CAP
273,CASERMA MORELLI
2730,PRIMULE SUD
2731,PRIMULE SUD
2732,AGLIETTA
2733,AGLIETTA
2734,ITALIA
2735,ITALIA
2736,TORINO-PIANEZZA N.53
2737,TORINO-PIANEZZA N.57
2738,PORTALUPI
2739,VALEO
274,SEBASTOPOLI
2740,MARCONI
2741,MARCONI
2742,I MAGGIO
2743,NUOVA TETTI
2744,VILLARETTO N.175
2745,BALDI
2746,DORA RIPARIA
2747,SAN PANCRAZIO
2748,SAN PANCRAZIO
2749,CAFASSO
275,SEBASTOPOLI
2750,CAFASSO
2751,VALDELLATORRE
2752,VALDELLATORRE
2753,CAVOUR NORD
2754,VENARIA N.4
2755,ROSSINI
2756,ROSSINI
2757,TOTI
2758,TOTI
2759,VITTORIO VENETO
276,MONTEVIDEO
2760,VITTORIO VENETO
2761,PHILIPS
2762,PHILIPS
2763,ROBOTTI CAP
2764,ALTESSANO
2765,TESSARIN
2767,DEL FRANCESE N.25
2768,DEL FRANCESE N.21
27680,ORBASSANO (STR. TORINO/V. CALVINO)
2769,DEL FRANCESE N.84
277,MONTEVIDEO
2770,DEL FRANCESE N.93
2771,DEL FRANCESE N.134
2772,DEL FRANCESE N.132
2773,DEL FRANCESE N.156
2774,PEROTTI
2775,PEROTTI
2776,CERVI
2777,CERVI
2778,CHAMBERY
2779,MONCALIERI
278,GIAMBONE
2780,VIII MARZO
2781,DEL FRANCESE N.156
2782,GIACHINO
2783,GIACHINO
2784,MOLINO
2785,LEONARDO DA VINCI NORD
2786,VILLARETTO N.157
2787,LIVORNO
2788,LIVORNO
2789,OSPEDALE DI RIVOLI CAP
279,GIAMBONE
2790,BORGEISA CAP
2791,SERAFINO DIR. BORGARETTO
2792,SERAFINO DIR. ORBASSANO
2793,COLLI
2794,MARTIRI DELLA LIBERTÀ
2796,CLN
2797,SAN LUIGI
2798,CAVALLERO
2799,TENDA
28,XVIII DICEMBRE
280,TAZZOLI EST
2800,TENDA
2801,PARCO SALVEMINI
2802,PARCO SALVEMINI
2803,FRATELLI ROSSELLI
2804,FRATELLI ROSSELLI
2805,SUSA
2806,SUSA
2807,PASUBIO SUD
28074,VINOVO (REY)
2808,PASUBIO SUD
2809,TRIPOLI
281,TAZZOLI
2810,MONTE BIANCO
2811,DERNA
2812,DERNA
2813,SAN BARTOLOMEO
2814,SAN BARTOLOMEO
2815,BALDI
2816,ROSTA
2817,MONTE NERO
2818,MONTE NERO
2819,SALVEMINI
282,TRAIANO
2820,SALVEMINI
2821,FILZI
2822,FILZI
2823,MARTIRI DELLA LIBERTÀ
2824,CLN
2825,SAN LUIGI
2826,CAVALLERO
2827,COTTOLENGO
2828,COTTOLENGO
2829,DALLA CHIESA
283,TRAIANO
2830,DALLA CHIESA
2831,DON AMERANO
2832,DON AMERANO
2833,GALVANI
2834,GALVANI
2835,PALAZZETTO
2836,PALAZZETTO
2837,CASCINA FALCHERA
2838,CASCINA FALCHERA
2839,FALCHERA
284,TRAIANO
2840,FALCHERA
2841,GOZZANO CAP
2842,ROMA
2843,ROMA
2844,MASSA
2845,ANNUNZIATA
2846,ANNUNZIATA
2847,TRIESTE
2848,TRIESTE
2849,CAVOUR
285,DROSSO CAP
2850,CAVOUR
2851,SAN RAFFAELE
2852,FASANO
2853,FIUME
2854,FIUME
2855,TETTI BORRA
2856,TETTI BORRA
2857,GAIDANO
2858,GAIDANO
2859,BENSO
286,CAVOUR
2860,BENSO
2861,VALLE CEPPI
2862,VALLE CEPPI
2863,TARICCO
2864,TARICCO
2865,ADAMELLO
2866,ADAMELLO
2867,LEONCAVALLO
2868,LEONCAVALLO
2869,PIANO BALBIANA
287,CAVOUR
2870,PIANO BALBIANA
2871,TRAFORO
2872,TRAFORO
2873,TETTI MENZIO
2874,TETTI MENZIO
2875,GALLIERA
2876,GALLIERA
2877,BISCARETTI
2878,BISCARETTI
2879,PINO CENTRO
288,DOLCI
2880,PINO CENTRO
2881,OSSERVATORIO
2882,OSSERVATORIO
2883,PANORAMICA
2884,PANORAMICA
2885,EREMO
2886,EREMO
2887,PELLICE
2888,PELLICE
2889,VILLA LUIGINA
289,DOLCI
2890,VILLA LUIGINA
2891,CHIERI N.206
2892,CHIERI N.193
2893,REAGLIE
2894,REAGLIE
2895,POMI
2896,POMI
2897,D'HARCOURT
2898,D'HARCOURT
2899,MARCO AURELIO
29,QUESTURA
290,RISORGIMENTO
2900,MARCO AURELIO
2901,OSPEDALE GRADENIGO
2902,SAN MAURIZIO CAP
2903,GIARDINI SARTORE
2904,CAVOUR
2905,MOLINI
2906,MONTE GRAPPA
2907,LAMARMORA
2908,MONTI
2909,GRAMSCI
291,RISORGIMENTO
2910,PIOSSASCO
2911,GOZZANO
2912,GOZZANO
2913,PASCOLI
2914,PASCOLI
2915,MADDALENE N.39
2916,CIRCONVALLAZIONE
2917,CENTRO RICERCHE FIAT
2918,CENTRO RICERCHE FIAT
2919,FERMI
292,VIII MARZO
2920,FERMI
2921,DE NICOLA
2922,DE NICOLA
2923,ROSSELLI
2924,AMENDOLA
2925,GIOLITTI
2926,DE GASPERI SUD
2927,DALLA CHIESA CAP
2928,BERTANI CAP
2929,CASCINETTE N.424
293,VIII MARZO
2930,CHIOMONTE
2931,TRENTO
2932,GRIVA
2933,MONTE ORTIGARA
2934,REGINA MARGHERITA
2935,VOLVERA
2936,MARONCELLI
2937,CERVI
2938,MARCONI
2939,SAN MASSIMO
294,FORNACI
2940,VIF
2941,EINAUDI
2942,EINAUDI
2943,SAN LUIGI N.61
2944,SAN LUIGI N.61
2945,ACQUEDOTTO
2946,ACQUEDOTTO
2947,OSPEDALE SAN LUIGI
2948,CASERMA BREVI
2949,VILLARETTO N.197
295,FORNACI
2950,GONZOLE
2951,GONZOLE
2952,COLOMBO
2953,COLOMBO
2954,BOTTONE
2955,BOTTONE
2956,AOSTA
2958,RISORGIMENTO EST
2959,RISORGIMENTO EST
296,FERRARA
2960,VILLARETTO N.197
2962,SETTEMBRINI C.20
2963,SETTEMBRINI C.19
2964,SETTEMBRINI C.18
2965,SETTEMBRINI C.18
2966,SETTEMBRINI C.17
2967,SETTEMBRINI C.17
2968,SETTEMBRINI C.16
2969,SETTEMBRINI C.16
297,FERRARA
2970,SETTEMBRINI C.15
2971,SETTEMBRINI C.15
2972,SETTEMBRINI C.8
2973,SETTEMBRINI C.19
2974,CAIO MARIO CAP
2975,DANTE
2976,SETTEMBRINI C.8
2977,BRUERE CAP
2978,MONCALIERI
2979,COLLEGNO
298,SVINCOLO MIRAFIORI
2980,SVINCOLO TANGENZIALE
2981,MONCALIERI
2982,FRANCIA
2983,BORMIDA
2984,IV NOVEMBRE
2985,SVINCOLO TANGENZIALE
2986,MOLINETTI
2987,MOLINETTI
2988,BORGONE
2989,PINEROLO
299,SETTEMBRINI
2990,MONCALIERI
2991,NUOVA TETTI
2992,TETTI NEIROTTI CAP
2994,ITALIA
2995,ITALIA
2996,ALFIERI
2997,ALFIERI
2998,AGNELLI
2999,AGNELLI
3,BRUNELLESCHI
30,QUESTURA
300,SETTEMBRINI
3000,OLIVETTI
3001,OLIVETTI
3002,CENTRO COMMERCIALE
3003,CENTRO COMMERCIALE
3004,TOTI
3005,TOTI
3006,CAMBIANO
3007,CAMBIANO
3008,PIETRE
3009,PIETRE
301,ORBASSANO C.11
3010,MARTINETTO
3011,MARTINETTO
3012,OSPEDALE MARIA VITTORIA
3013,OSPEDALE MARIA VITTORIA
3014,EINAUDI
3015,ROBOTTI CAP
3016,BALDISSERA NORD
3017,COLLI
3019,AIMERITO
302,ORBASSANO C.11
3020,AMATEIS
3021,GENOVA
3022,CERVINO
3023,MINORCHIO
3024,CORTINA
3025,ASTI
3026,MUCRONE
3027,ANTICA DI CHIERI
3028,TORINO
3029,TORINO
303,SICCARDI CAP
3030,STAZIONE
3031,STAZIONE
3032,FOSCOLO EST
3033,FOSCOLO
3034,ROMA
3035,CAVOUR
3036,LOSANO
3037,LOSANO
3038,VOLTA
3039,VOLTA
304,CERNAIA
3040,LEONARDO DA VINCI
3041,LEONARDO DA VINCI
3042,DON GRASSI
3043,DON GRASSI
3044,SAN ROCCO
3045,SAN ROCCO
3046,XXIV MAGGIO
3047,XXIV MAGGIO
3048,I MAGGIO
3049,I MAGGIO
305,CATTANEO SUD
3050,RIGOLFO
3051,RIGOLFO
3052,GENOVA N.212
3053,GENOVA N.295
3054,MARSÈ
3055,MARSÈ
3056,SANDÀ
3057,SANDÀ
3058,BOCCARDO
3059,BOCCARDO
306,CATTANEO SUD
3060,BOSSO
3061,BOSSO
3062,SANGONE
3063,SANGONE
3064,MARONCELLI
3065,MARONCELLI
3066,PALAVELA
3067,PALAVELA
3068,MILLEFONTI
3069,MILLEFONTI
307,CATTANEO
3070,OSPEDALE CTO
3071,OSPEDALE CTO
3072,VITTORIO EMANUELE II
3073,VITTORIO EMANUELE II
3074,DON GNOCCHI - SCUOLE
3076,MANZONI
3077,MANZONI
3078,MARTIRI DELLA LIBERTÀ
3079,MARTIRI DELLA LIBERTÀ
308,CATTANEO
3080,TOLLEGNO
3081,CONFIENZA
3082,DONATELLO
3083,MIRAFIORI
3084,GRAMSCI
3085,GRAMSCI
3086,ITAS CAP
3087,DEL TEMO
3088,DEL TEMO
3089,MIRAFIORI
309,OMERO
3090,CARIGNANO
3091,CARIGNANO
3092,MORO
3093,MORO
3094,BORGO MERCATO
3095,BORGO MERCATO
3096,VILLAFRANCA
3097,VILLAFRANCA
3098,GALVANI
3099,REVIGLIASCO N.196
31,VITTORIO EMANUELE II
310,OMERO
3100,REVIGLIASCO N.253
3101,GORREE
3102,GORREE
3103,TOSCANINI
3104,AMENDOLA
3105,GALVANI
3106,PACINOTTI
3107,PALERMO
3108,CAGLIARI
3109,DEL DONATORE
311,PITAGORA
3110,DEL CRESTO
3111,PASCOLO
3112,STUPINIGI
3113,REVIGLIASCO N.176
3114,REVIGLIASCO N.187
3115,REVIGLIASCO N.150
3116,REVIGLIASCO N.143
3117,ALBERONI
3118,GINESTRA
3119,LORETO
312,PITAGORA
3120,LORETO
3121,CARDUCCI CAP
3122,CAMPO SPORTIVO
3123,PONTICELLI
3124,PONTICELLI
3125,ANTICA DI CHIERI
3127,VILLA REY
3128,BRAMANTE CAP
3129,ORBASSANO CAP
313,BOSTON
3130,OSPEDALE MARIA ADELAIDE
